"地域","系统","实例规格","按量目录价","包月目录价","按量折扣价","包月折扣价","1年付总价","包周价格","按量月价(30天)","3年付总价","5年付总价","架构","处理器","vCPUs","内存(GiB)","处理器主频/睿频","内网收发包","内网带宽","GPU/FPGA"
"美国 (弗吉尼亚)","linux","ecs.t5-c1m1.4xlarge","1.49","654.0","1.3857","621.3","5886.0","183.12","997.70","10594.8","11772.0","x86","",16,16,0,600000,1228800,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m1.4xlarge","3.4238","1579.02","3.4238","1579.02","12505.82","442.12","2465.14","23874.75","39791.25","x86","Intel(R) Xeon(R) Platinum",16,16,0,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.c5.4xlarge","4.255","1965.97","4.255","1965.97","20052.89","550.47","3063.60","38926.21","44824.12","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,2.7,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m2.4xlarge","3.604","1662.12","3.604","1662.12","13164.02","465.39","2594.88","25131.31","41885.52","x86","Intel(R) Xeon(R) Platinum",16,32,0,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.hfc5.4xlarge","5.121","2364.16","5.121","2245.95","21277.44","661.96","3687.12","38299.39","42554.88","x86","Intel Xeon Gold 6149",16,32,3.4,1600000,3072000,""
"美国 (弗吉尼亚)","linux","ecs.t5-c1m2.4xlarge","2.06","907.0","1.9158","861.65","8163.0","253.96","1379.38","14693.4","16326.0","x86","",16,32,0,600000,1228800,""
"美国 (弗吉尼亚)","linux","ecs.gn6i-c16g1.4xlarge","11.68","5608.1","11.68","5608.1","57202.62","1570.27","8409.60","111040.38","127864.68","gpu","Intel Xeon (Skylake) Platinum 8163",16,62,2.7,2500000,6144000,"1  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.g5.4xlarge","5.412","2447.08","5.412","2447.08","24960.22","685.18","3896.64","48452.18","55793.42","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,2.7,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.hfg5.4xlarge","5.635","2600.62","5.635","2470.59","23405.58","728.17","4057.20","42130.04","46811.16","x86","Intel Xeon Gold 6149",16,64,3.4,1600000,3072000,""
"美国 (弗吉尼亚)","linux","ecs.i2g.4xlarge","5.904","2899.5","5.25456","2754.52","26095.5","811.86","3783.28","46971.9","57410.1","x86","Intel Xeon (Skylake) Platinum 8163",16,64,2.7,1500000,3072000,""
"美国 (弗吉尼亚)","linux","ecs.g5ne.4xlarge","6.27","3032.88","5.5803","3032.88","28023.81","849.21","4017.82","54591.84","60051.02","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,2.7,3000000,7168000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m4.4xlarge","4.42","2045.78","4.42","2045.78","16202.58","572.82","3182.40","30932.19","51553.66","x86","Intel(R) Xeon(R) Platinum",16,64,0,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.i2gne.4xlarge","6.2","3044.48","5.518","3044.48","28131.0","852.45","3972.96","54800.64","60280.7","x86","Intel Xeon (Skylake) Platinum 8163",16,64,2.7,1500000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.gn6v-c8g1.4xlarge","36.52","17526.38","36.52","16650.06","157737.42","4907.39","26294.40","283927.36","315474.84","gpu","Intel Xeon (Skylake) Platinum 8163",16,64,2.7,1000000,5120000,"2  * NVIDIA V100"
"美国 (弗吉尼亚)","linux","ecs.i2.4xlarge","7.18","3574.0","6.3902","3574.0","33023.76","1000.72","4600.94","64332.0","70765.2","x86","Intel Xeon (Skylake) Platinum 8163",16,128,2.7,1500000,3072000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m8.4xlarge","5.7795","2649.21","5.7795","2649.21","20981.76","741.78","4161.24","40056.08","66760.14","x86","Intel(R) Xeon(R) Platinum",16,128,0,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.r5.4xlarge","7.197","3318.06","7.197","3318.06","33844.21","929.06","5181.84","65697.59","75651.77","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,2.7,1000000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.i2ne.4xlarge","7.56","3754.8","7.56","3754.8","38298.96","1051.34","5443.20","74345.04","85609.44","x86","Intel Xeon (Skylake) Platinum 8163",16,128,2.7,1500000,5120000,""
"美国 (弗吉尼亚)","linux","ecs.ic5.6xlarge","6.07","2802.0","6.07","2802.0","28580.4","784.56","4370.40","55479.6","63885.6","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",24,24,2.7,1500000,7680000,""
"美国 (弗吉尼亚)","linux","ecs.c5.6xlarge","6.386","2948.96","6.386","2948.96","30079.39","825.71","4597.92","58389.41","67236.29","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",24,48,2.7,1500000,7680000,""
"美国 (弗吉尼亚)","linux","ecs.hfc5.6xlarge","7.684","3546.27","7.684","3368.96","31916.43","992.96","5532.48","57449.57","63832.86","x86","Intel Xeon Gold 6149",24,48,3.4,2000000,4608000,""
"美国 (弗吉尼亚)","linux","ecs.gn6i-c24g1.6xlarge","14.84","7121.61","14.84","7121.61","72640.42","1994.05","10684.80","141007.88","162372.71","gpu","Intel Xeon (Skylake) Platinum 8163",24,93,2.7,2500000,7680000,"1  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.g5.6xlarge","8.117","3670.66","8.117","3670.66","37440.73","1027.78","5844.24","72679.07","83691.05","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",24,96,2.7,1500000,7680000,""
"美国 (弗吉尼亚)","linux","ecs.hfg5.6xlarge","8.455","3900.9","8.455","3705.85","35108.1","1092.25","6087.60","63194.58","70216.2","x86","Intel Xeon Gold 6149",24,96,3.4,2000000,4608000,""
"美国 (弗吉尼亚)","linux","ecs.r5.6xlarge","10.796","4977.09","10.796","4977.09","50766.32","1393.59","7773.12","98546.38","113477.65","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",24,192,2.7,1500000,7680000,""
"美国 (弗吉尼亚)","linux","ecs.ic5.8xlarge","8.08","3735.0","8.08","3735.0","38097.0","1045.8","5817.60","73953.0","85158.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",32,32,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m1.8xlarge","6.8476","3158.04","6.8476","3158.04","25011.64","884.25","4930.27","47749.5","79582.5","x86","Intel(R) Xeon(R) Platinum",32,32,0,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.hfc5.8xlarge","10.241","4728.31","10.241","4491.89","42554.79","1323.93","7373.52","76598.62","85109.58","x86","Intel Xeon Gold 6149",32,64,3.4,2500000,6144000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m2.8xlarge","7.208","3324.25","7.208","3324.25","26328.05","930.79","5189.76","50262.63","83771.05","x86","Intel(R) Xeon(R) Platinum",32,64,0,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.c5.8xlarge","8.509","3931.94","8.509","3931.94","40105.79","1100.94","6126.48","77852.41","89648.23","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.hfg5.8xlarge","11.269","5201.17","11.269","4941.11","46810.53","1456.33","8113.68","84258.95","93621.06","x86","Intel Xeon Gold 6149",32,128,3.4,2500000,6144000,""
"美国 (弗吉尼亚)","linux","ecs.g5ne.8xlarge","12.54","6065.76","11.1606","6065.76","56047.62","1698.41","8035.63","109183.68","120102.05","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,2.7,6000000,15360000,""
"美国 (弗吉尼亚)","linux","ecs.g5.8xlarge","10.823","4894.16","10.823","4894.16","49920.43","1370.36","7792.56","96904.37","111586.85","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.i2g.8xlarge","11.808","5799.0","10.50912","5509.05","52191.0","1623.72","7566.57","93943.8","114820.2","x86","Intel Xeon (Skylake) Platinum 8163",32,128,2.7,2000000,6144000,""
"美国 (弗吉尼亚)","linux","ecs.i2gne.8xlarge","12.399","6088.95","11.03511","6088.95","56261.9","1704.91","7945.28","109601.1","120561.21","x86","Intel Xeon (Skylake) Platinum 8163",32,128,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.u1-c1m4.8xlarge","8.84","4091.56","8.84","4091.56","32405.16","1145.64","6364.80","61864.39","103107.31","x86","Intel(R) Xeon(R) Platinum",32,128,0,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.gn6v-c8g1.8xlarge","73.04","35052.76","73.04","33300.12","315474.84","9814.77","52588.80","567854.71","630949.68","gpu","Intel Xeon (Skylake) Platinum 8163",32,128,2.7,2000000,10240000,"4  * NVIDIA V100"
"美国 (弗吉尼亚)","linux","ecs.u1-c1m8.8xlarge","11.559","5298.42","11.559","5298.42","41963.52","1483.56","8322.48","80112.17","133520.28","x86","Intel(R) Xeon(R) Platinum",32,256,0,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.i2.8xlarge","14.36","7148.0","12.7804","7148.0","66047.52","2001.44","9201.89","128664.0","141530.4","x86","Intel Xeon (Skylake) Platinum 8163",32,256,2.7,2000000,6144000,""
"美国 (弗吉尼亚)","linux","ecs.r5.8xlarge","14.394","6636.11","14.394","6636.11","67688.32","1858.11","10363.68","131394.98","151303.31","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",32,256,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.i2ne.8xlarge","15.12","7509.6","15.12","7509.6","76597.92","2102.69","10886.40","148690.08","171218.88","x86","Intel Xeon (Skylake) Platinum 8163",32,256,2.7,2000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.gn6i-c40g1.10xlarge","19.44","9331.06","19.44","9331.06","95176.81","2612.7","13996.80","184754.99","212748.17","gpu","Intel Xeon (Skylake) Platinum 8163",40,155,2.7,1600000,10240000,"1  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.gn6i-c24g1.12xlarge","29.69","14249.97","29.69","14249.97","145349.69","3989.99","21376.80","282149.41","324899.32","gpu","Intel Xeon (Skylake) Platinum 8163",48,186,2.7,4500000,15360000,"2  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.gn6e-c12g1.12xlarge","77.711","39965.57","77.711","39965.57","407648.85","11190.36","55951.92","791318.35","911215.06","gpu","Intel Xeon (Skylake) Platinum 8163",48,368,2.7,2400000,16384000,"4  * NVIDIA V100"
"美国 (弗吉尼亚)","linux","ecs.hfg5.14xlarge","19.724","9102.06","19.724","8646.96","81918.54","2548.58","14201.28","147453.37","163837.08","x86","Intel Xeon Gold 6149",56,160,3.4,4000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.ic5.16xlarge","16.17","7471.0","16.17","7471.0","76204.2","2091.88","11642.40","147925.8","170338.8","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",64,64,2.7,3000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.c5.16xlarge","17.018","7863.88","17.018","7863.88","80211.58","2201.89","12252.96","155704.82","179296.46","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",64,128,2.7,4000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.g5ne.16xlarge","25.08","12131.52","22.3212","12131.52","112095.24","3396.83","16071.26","218367.36","240204.1","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",64,256,2.7,12000000,30720000,""
"美国 (弗吉尼亚)","linux","ecs.g5.16xlarge","21.645","9788.25","21.645","9788.25","99840.15","2740.71","15584.40","193807.35","223172.1","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",64,256,2.7,4000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.i2gne.16xlarge","24.8","12177.92","22.072","12177.92","112523.98","3409.82","15891.84","219202.56","241122.82","x86","Intel Xeon (Skylake) Platinum 8163",64,256,2.7,4000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.i2g.16xlarge","23.616","11598.0","21.01824","11018.1","104382.0","3247.44","15133.13","187887.6","229640.4","x86","Intel Xeon (Skylake) Platinum 8163",64,256,2.7,4000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.gn6v-c8g1.16xlarge","146.08","70105.52","146.08","66600.24","630949.68","19629.55","105177.60","1135709.42","1261899.36","gpu","Intel Xeon (Skylake) Platinum 8163",64,256,2.7,2500000,20480000,"8  * NVIDIA V100"
"美国 (弗吉尼亚)","linux","ecs.i2ne.16xlarge","30.24","15019.2","30.24","15019.2","153195.84","4205.38","21772.80","297380.16","342437.76","x86","Intel Xeon (Skylake) Platinum 8163",64,512,2.7,4000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.i2.16xlarge","28.71","14296.0","25.5519","14296.0","132095.04","4002.88","18397.37","257328.0","283060.8","x86","Intel Xeon (Skylake) Platinum 8163",64,512,2.7,4000000,10240000,""
"美国 (弗吉尼亚)","linux","ecs.r5.16xlarge","28.787","13272.22","28.787","13272.22","135376.64","3716.22","20726.64","262789.96","302606.62","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",64,512,2.7,4000000,20480000,""
"美国 (弗吉尼亚)","linux","ecs.g5ne.18xlarge","28.215","13647.96","25.11135","13647.96","126107.15","3821.43","18080.17","245663.28","270229.61","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",72,288,2.7,13500000,33792000,""
"美国 (弗吉尼亚)","linux","ecs.i2ne.20xlarge","37.8","18774.0","37.8","18774.0","191494.8","5256.72","27216.00","371725.2","428047.2","x86","Intel Xeon (Skylake) Platinum 8163",80,704,2.7,4500000,25600000,""
"美国 (弗吉尼亚)","linux","ecs.gn6i-c24g1.24xlarge","59.39","28506.7","59.39","28506.7","290768.34","7981.88","42760.80","564432.66","649952.76","gpu","Intel Xeon (Skylake) Platinum 8163",96,372,2.7,4500000,30720000,"4  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.ebmgn6i.24xlarge","59.39","28506.7","59.39","28506.7","290768.34","7981.88","42760.80","564432.66","649952.76","gpu","Intel Xeon (Skylake) Platinum 8163",96,384,0,4500000,30720000,"4  * NVIDIA T4"
"美国 (弗吉尼亚)","linux","ecs.gn6e-c12g1.24xlarge","155.422","79931.15","155.422","79931.15","815297.69","22380.72","111903.84","1582636.69","1822430.13","gpu","Intel Xeon (Skylake) Platinum 8163",96,736,2.7,4500000,32768000,"8  * NVIDIA V100"
"美国 (硅谷)","linux","ecs.hfc9i.large","0.5854","306.55","0.5854","306.55","3053.19","85.83","421.49","5959.23","6437.44","x86","Intel(R) Xeon(R) 6982P-C",2,4,3.8,1000000,2560000,""
"美国 (硅谷)","linux","ecs.c9ae.large","0.5809","292.59","0.5809","292.59","2914.22","81.93","418.25","5687.99","6144.44","x86","AMD EPYC 9T95 192-Core",2,4,3.7,1500000,2560000,""
"美国 (硅谷)","linux","ecs.c9i.large","0.512","268.33","0.512","268.33","2672.54","75.13","368.64","5216.29","5634.88","x86","Intel(R) Xeon(R) 6982P-C",2,4,3.6,1000000,2560000,""
"美国 (硅谷)","linux","ecs.hfg9i.large","0.6534","377.35","0.6534","377.35","3758.41","105.66","470.45","7335.69","7924.36","x86","Intel(R) Xeon(R) 6982P-C",2,8,3.8,1000000,2560000,""
"美国 (硅谷)","linux","ecs.g9i.large","0.5719","330.31","0.5719","330.31","3289.85","92.49","411.77","6421.14","6936.42","x86","Intel(R) Xeon(R) 6982P-C",2,8,3.6,1000000,2560000,""
"美国 (硅谷)","linux","ecs.r9i.large","0.7514","427.73","0.7514","427.73","4260.17","119.76","541.01","8315.03","8982.29","x86","Intel(R) Xeon(R) 6982P-C",2,16,3.6,1000000,2560000,""
"美国 (硅谷)","linux","ecs.hfr9i.large","0.8589","488.65","0.8589","488.65","4866.94","136.82","618.41","9499.33","10261.62","x86","Intel(R) Xeon(R) 6982P-C",2,16,3.8,1000000,2560000,""
"美国 (硅谷)","linux","ecs.c9ae.xlarge","1.1619","585.18","1.1619","585.18","5828.43","163.85","836.57","11375.98","12288.87","x86","AMD EPYC 9T95 192-Core",4,8,3.7,1600000,4096000,""
"美国 (硅谷)","linux","ecs.hfc9i.xlarge","1.1708","613.09","1.1708","613.09","6106.38","171.67","842.98","11918.47","12874.89","x86","Intel(R) Xeon(R) 6982P-C",4,8,3.8,1200000,4096000,""
"美国 (硅谷)","linux","ecs.c9i.xlarge","1.0241","536.66","1.0241","536.66","5345.08","150.26","737.35","10432.57","11269.75","x86","Intel(R) Xeon(R) 6982P-C",4,8,3.6,1200000,4096000,""
"美国 (硅谷)","linux","ecs.hfg9i.xlarge","1.3067","754.7","1.3067","754.7","7516.82","211.32","940.82","14671.38","15848.72","x86","Intel(R) Xeon(R) 6982P-C",4,16,3.8,1200000,4096000,""
"美国 (硅谷)","linux","ecs.g9i.xlarge","1.1438","660.61","1.1438","660.61","6579.68","184.97","823.54","12842.28","13872.83","x86","Intel(R) Xeon(R) 6982P-C",4,16,3.6,1200000,4096000,""
"美国 (硅谷)","linux","ecs.hfr9i.xlarge","1.7178","977.3","1.7178","977.3","9733.88","273.64","1236.82","18998.66","20523.24","x86","Intel(R) Xeon(R) 6982P-C",4,32,3.8,1200000,4096000,""
"美国 (硅谷)","linux","ecs.i5.xlarge","2.3703","1137.76","2.3703","1137.76","13653.06","318.57","1706.62","40959.18","68265.3","x86","Intel(R) Xeon(R) 6982P-C",4,32,3.8,2000000,10240000,""
"美国 (硅谷)","linux","ecs.r9i.xlarge","1.5029","855.46","1.5029","855.46","8520.34","239.53","1082.09","16630.07","17964.58","x86","Intel(R) Xeon(R) 6982P-C",4,32,3.6,1200000,4096000,""
"美国 (硅谷)","linux","ecs.c9ae.2xlarge","2.3238","1170.37","2.3238","1170.37","11656.87","327.7","1673.14","22751.96","24577.73","x86","AMD EPYC 9T95 192-Core",8,16,3.7,2500000,6144000,""
"美国 (硅谷)","linux","ecs.c9i.2xlarge","2.0482","1073.31","2.0482","1073.31","10690.17","300.53","1474.70","20865.15","22539.51","x86","Intel(R) Xeon(R) 6982P-C",8,16,3.6,1600000,6144000,""
"美国 (硅谷)","linux","ecs.hfc9i.2xlarge","2.3415","1226.18","2.3415","1226.18","12212.75","343.33","1685.88","23836.94","25749.78","x86","Intel(R) Xeon(R) 6982P-C",8,16,3.8,1600000,8192000,""
"美国 (硅谷)","linux","ecs.hfg9i.2xlarge","2.6134","1509.4","2.6134","1509.4","15033.64","422.63","1881.65","29342.77","31697.44","x86","Intel(R) Xeon(R) 6982P-C",8,32,3.8,1600000,8192000,""
"美国 (硅谷)","linux","ecs.g9i.2xlarge","2.2876","1321.22","2.2876","1321.22","13159.37","369.94","1647.07","25684.55","27745.66","x86","Intel(R) Xeon(R) 6982P-C",8,32,3.6,1600000,6144000,""
"美国 (硅谷)","linux","ecs.r9i.2xlarge","3.0058","1710.91","3.0058","1710.91","17040.68","479.06","2164.18","33260.13","35929.15","x86","Intel(R) Xeon(R) 6982P-C",8,64,3.6,1600000,6144000,""
"美国 (硅谷)","linux","ecs.i5.2xlarge","4.7406","2275.51","4.7406","2275.51","27306.12","637.14","3413.23","81918.36","136530.6","x86","Intel(R) Xeon(R) 6982P-C",8,64,3.8,4000000,20480000,""
"美国 (硅谷)","linux","ecs.hfr9i.2xlarge","3.4355","1954.59","3.4355","1954.59","19467.77","547.29","2473.56","37997.32","41046.49","x86","Intel(R) Xeon(R) 6982P-C",8,64,3.8,1600000,8192000,""
"美国 (硅谷)","linux","ecs.c9i.3xlarge","3.0723","1609.97","3.0723","1609.97","16035.25","450.79","2212.06","31297.72","33809.26","x86","Intel(R) Xeon(R) 6982P-C",12,24,3.6,2400000,10240000,""
"美国 (硅谷)","linux","ecs.hfc9i.3xlarge","3.5123","1839.27","3.5123","1839.27","18319.13","515.0","2528.86","35755.41","38624.67","x86","Intel(R) Xeon(R) 6982P-C",12,24,3.8,2400000,10240000,""
"美国 (硅谷)","linux","ecs.g9i.3xlarge","3.4314","1981.83","3.4314","1981.83","19739.06","554.91","2470.61","38526.83","41618.49","x86","Intel(R) Xeon(R) 6982P-C",12,48,3.6,2400000,10240000,""
"美国 (硅谷)","linux","ecs.hfg9i.3xlarge","3.9201","2264.1","3.9201","2264.1","22550.46","633.95","2822.47","44014.15","47546.16","x86","Intel(R) Xeon(R) 6982P-C",12,48,3.8,2400000,10240000,""
"美国 (硅谷)","linux","ecs.r9i.3xlarge","4.5087","2566.37","4.5087","2566.37","25561.03","718.58","3246.26","49890.19","53893.73","x86","Intel(R) Xeon(R) 6982P-C",12,96,3.6,2400000,10240000,""
"美国 (硅谷)","linux","ecs.hfr9i.3xlarge","5.1533","2931.89","5.1533","2931.89","29201.65","820.93","3710.38","56995.98","61569.74","x86","Intel(R) Xeon(R) 6982P-C",12,96,3.8,2400000,10240000,""
"美国 (硅谷)","linux","ecs.hfc9i.4xlarge","4.683","2452.36","4.683","2452.36","24425.51","686.66","3371.76","47673.88","51499.56","x86","Intel(R) Xeon(R) 6982P-C",16,32,3.8,3000000,16384000,""
"美国 (硅谷)","linux","ecs.c9ae.4xlarge","4.6476","2340.74","4.6476","2340.74","23313.74","655.41","3346.27","45503.92","49155.46","x86","AMD EPYC 9T95 192-Core",16,32,3.7,3200000,10240000,""
"美国 (硅谷)","linux","ecs.c9i.4xlarge","4.0964","2146.62","4.0964","2146.62","21380.34","601.05","2949.41","41730.29","45079.02","x86","Intel(R) Xeon(R) 6982P-C",16,32,3.6,3000000,12288000,""
"美国 (硅谷)","linux","ecs.g9i.4xlarge","4.5752","2642.44","4.5752","2642.44","26318.74","739.88","3294.14","51369.11","55491.32","x86","Intel(R) Xeon(R) 6982P-C",16,64,3.6,3000000,12288000,""
"美国 (硅谷)","linux","ecs.hfg9i.4xlarge","5.2268","3018.8","5.2268","3018.8","30067.28","845.26","3763.30","58685.54","63394.87","x86","Intel(R) Xeon(R) 6982P-C",16,64,3.8,3000000,16384000,""
"美国 (硅谷)","linux","ecs.i5.4xlarge","9.4812","4551.02","9.4812","4551.02","54612.24","1274.29","6826.46","163836.72","273061.2","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.8,7000000,40960000,""
"美国 (硅谷)","linux","ecs.hfr9i.4xlarge","6.871","3909.19","6.871","3909.19","38935.52","1094.57","4947.12","75994.64","82092.98","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.8,3000000,16384000,""
"美国 (硅谷)","linux","ecs.r9i.4xlarge","6.0116","3421.82","6.0116","3421.82","34081.37","958.11","4328.35","66520.26","71858.3","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.6,3000000,12288000,""
"美国 (硅谷)","linux","ecs.c9i.6xlarge","6.1446","3219.93","6.1446","3219.93","32070.5","901.58","4424.11","62595.44","67618.53","x86","Intel(R) Xeon(R) 6982P-C",24,48,3.6,4500000,15360000,""
"美国 (硅谷)","linux","ecs.hfc9i.6xlarge","7.0246","3678.54","7.0246","3678.54","36638.26","1029.99","5057.71","71510.82","77249.34","x86","Intel(R) Xeon(R) 6982P-C",24,48,3.8,4500000,18432000,""
"美国 (硅谷)","linux","ecs.hfg9i.6xlarge","7.8403","4528.21","7.8403","4528.21","45100.92","1267.9","5645.02","88028.31","95092.31","x86","Intel(R) Xeon(R) 6982P-C",24,96,3.8,4500000,18432000,""
"美国 (硅谷)","linux","ecs.g9i.6xlarge","6.8628","3963.67","6.8628","3963.67","39478.11","1109.83","4941.22","77053.67","83236.99","x86","Intel(R) Xeon(R) 6982P-C",24,96,3.6,4500000,15360000,""
"美国 (硅谷)","linux","ecs.hfr9i.6xlarge","10.3065","5863.78","10.3065","5863.78","58403.29","1641.86","7420.68","113991.96","123139.47","x86","Intel(R) Xeon(R) 6982P-C",24,192,3.8,4500000,18432000,""
"美国 (硅谷)","linux","ecs.r9i.6xlarge","9.0174","5132.74","9.0174","5132.74","51122.05","1437.17","6492.53","99780.39","107787.46","x86","Intel(R) Xeon(R) 6982P-C",24,192,3.6,4500000,15360000,""
"美国 (硅谷)","linux","ecs.c9i.8xlarge","8.1928","4293.24","8.1928","4293.24","42760.67","1202.11","5898.82","83460.59","90158.04","x86","Intel(R) Xeon(R) 6982P-C",32,64,3.6,6000000,20480000,""
"美国 (硅谷)","linux","ecs.hfc9i.8xlarge","9.3661","4904.72","9.3661","4904.72","48851.01","1373.32","6743.59","95347.76","102999.12","x86","Intel(R) Xeon(R) 6982P-C",32,64,3.8,6000000,20480000,""
"美国 (硅谷)","linux","ecs.c9ae.8xlarge","9.2951","4681.47","9.2951","4681.47","46627.47","1310.81","6692.47","91007.83","98310.93","x86","AMD EPYC 9T95 192-Core",32,64,3.7,5000000,16384000,""
"美国 (硅谷)","linux","ecs.hfg9i.8xlarge","10.4537","6037.61","10.4537","6037.61","60134.56","1690.53","7526.66","117371.08","126789.75","x86","Intel(R) Xeon(R) 6982P-C",32,128,3.8,6000000,20480000,""
"美国 (硅谷)","linux","ecs.g9i.8xlarge","9.1504","5284.89","9.1504","5284.89","52637.49","1479.77","6588.29","102738.22","110982.65","x86","Intel(R) Xeon(R) 6982P-C",32,128,3.6,6000000,20480000,""
"美国 (硅谷)","linux","ecs.i5.8xlarge","18.9625","9102.04","18.9625","9102.04","109224.48","2548.57","13653.00","327673.44","546122.4","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.8,14000000,81920000,""
"美国 (硅谷)","linux","ecs.hfr9i.8xlarge","13.742","7818.38","13.742","7818.38","77871.06","2189.15","9894.24","151989.29","164185.96","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.8,6000000,20480000,""
"美国 (硅谷)","linux","ecs.r9i.8xlarge","12.0232","6843.65","12.0232","6843.65","68162.74","1916.22","8656.70","133040.52","143716.61","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.6,6000000,20480000,""
"美国 (硅谷)","linux","ecs.c9ae.12xlarge","13.9427","7022.21","13.9427","7022.21","69941.2","1966.22","10038.74","136511.75","147466.4","x86","AMD EPYC 9T95 192-Core",48,96,3.7,7500000,25600000,""
"美国 (硅谷)","linux","ecs.hfc9i.12xlarge","14.0491","7357.08","14.0491","7357.08","73276.52","2059.98","10115.35","143021.64","154498.68","x86","Intel(R) Xeon(R) 6982P-C",48,96,3.8,9000000,25600000,""
"美国 (硅谷)","linux","ecs.c9i.12xlarge","12.2892","6439.86","12.2892","6439.86","64141.01","1803.16","8848.22","125190.88","135237.06","x86","Intel(R) Xeon(R) 6982P-C",48,96,3.6,9000000,25600000,""
"美国 (硅谷)","linux","ecs.hfg9i.12xlarge","15.6805","9056.41","15.6805","9056.41","90201.85","2535.79","11289.96","176056.62","190184.62","x86","Intel(R) Xeon(R) 6982P-C",48,192,3.8,9000000,25600000,""
